date,FRC,PNC,USB,JPM,BAC,C,RY,WFC,GS,MS,HSBC,JNJ,PFE,MRK,XOM,RDS,CVS,BP,AAPL,GOOG,MSFT,BABA,SP500
3/3/2003,,-0.010906,-0.00956,0.007496,-0.009532,-0.008698,-0.021628,0,-0.02059,0.002714,0.005404,-0.000381,-0.015091,-0.004929,0.012934,,0.005766,0.030701,-0.023984,,-0.006751,,-0.007537
3/4/2003,,-0.002025,-0.007239,-0.019694,-0.007728,-0.020575,0.00026,-0.007718,-0.034255,-0.015426,-0.008526,-0.014114,-0.024855,-0.016765,-0.006674,,0.001704,0.001528,-0.006143,,-0.019966,,-0.015357
3/5/2003,,0.015107,0.008751,0.018304,0.013666,0.024714,-0.00104,0.014222,0.009286,0.020616,0.004487,0.021668,0.019204,0.012013,0.020158,,0.020108,-0.001779,0.004121,,0.016038,,0.009562
3/6/2003,,-0.01466,-0.023614,-0.035511,-0.00278,-0.011456,-0.013535,-0.013365,-0.010558,-0.026663,-0.018053,0.009279,0.006852,0.001542,-0.010309,,-0.008643,-0.004329,-0.004104,,-0.007253,,-0.009339
3/7/2003,,0.02615,0.020731,0.013182,0.012326,0.011284,0.005277,0.011548,0.016463,0.022966,0.005497,0.037523,0.020075,0.007892,0.006655,,-0.001835,-0.006138,-0.00206,,0.012462,,0.008259
3/10/2003,,-0.041081,-0.02853,-0.038134,-0.031164,-0.028951,-0.000525,-0.028101,-0.035093,-0.043008,-0.020547,-0.021157,-0.022682,-0.022345,-0.012647,,-0.02084,-0.019557,-0.011012,,-0.025891,,-0.02583
3/11/2003,,-0.016953,-0.043305,-0.032183,-0.018103,-0.020186,-0.003414,0.001581,-0.021604,-0.02996,0.008276,0.006466,-0.010239,-0.008205,0.006405,,-0.002504,0.003937,-0.009743,,-0.006972,,-0.008359
3/12/2003,,-0.009555,-0.011446,0,0.0032,0.003487,-0.009486,-0.004285,-0.001589,-0.021853,-0.000764,0.003671,0.005517,0.009651,-0.014753,,-0.010825,-0.026144,-0.000703,,0.026327,,0.004321
3/13/2003,,0.026118,0.026316,0.046747,0.026732,0.054643,0.015164,0.03624,0.06253,0.074769,0.018911,0.014631,0.004115,-0.002926,0.012625,,0.009675,0.030604,0.035162,,0.054724,,0.034457
3/14/2003,,-0.016969,-0.000513,-0.021179,-0.00429,0.010782,0.007337,0,-0.002396,-0.005543,-0.005437,-0.005227,-0.01127,-0.006065,-0.002899,,0.008326,-0.00026,0.004076,,0.007702,,0.001647
3/17/2003,,0.031724,0.02001,0.061148,0.026891,0.013333,0.012487,0.024044,0.034224,0.070234,0.023374,0.021743,0.025907,0.027559,0.019192,,0.008101,0.027879,0.015562,,0.043041,,0.035427
3/18/2003,,-0.003844,0.00503,0.011082,-0.011285,0.015497,0.003854,-0.003629,0.009869,0.019271,0.004052,0.006916,0.010774,0.015709,0.005706,,0.014217,-0.006337,-0.000666,,0.004242,,0.004242
3/19/2003,,0.010667,0.026026,0.022797,0.016974,0.021019,0.005631,0.008569,0.009917,0.008687,0.014595,0.009334,0.02565,0.02716,0.009645,,0.003047,0.004082,-0.003333,,0.010753,,0.008737
3/20/2003,,0.010106,0.008781,0.008573,0.000288,0.010434,-0.0028,-0.004885,-0.002704,0.014438,0,0.001396,0.000325,0.009732,0,,-0.000456,-0.000254,-0.002676,,-0.00266,,0.001888
3/21/2003,,0.009782,0.019826,0.047599,0.014097,0.038236,0.010209,0.008751,0.028824,0.036454,0.011776,0.022304,0.037662,0.02746,0.01152,,0.003039,0.017281,0.006036,,0.01219,,0.022977
3/24/2003,,-0.033025,-0.035562,-0.041379,-0.024113,-0.040323,-0.014149,-0.031951,-0.030236,-0.031077,-0.024571,-0.032725,-0.03035,-0.032743,-0.019167,,-0.015454,-0.021983,-0.042,,-0.048175,,-0.035231
3/25/2003,,0.002732,0.015241,0.021583,0.007413,0.005602,0.010507,0.015519,0.011013,0.010194,-0.002083,0.005815,0.032591,0.015553,0.010195,,0.016005,0.022988,0.012526,,0.007908,,0.012161
3/26/2003,,-0.015213,-0.014528,0.001243,-0.010965,-0.000279,-0.001014,-0.012053,0.005093,-0.002954,0.002467,-0.007358,-0.009063,-0.018559,0.005327,,-0.003332,0.009738,-0.009622,,-0.009415,,-0.005476
3/27/2003,,-0.00415,-0.016953,-0.002069,-0.003793,0.000279,0.010409,-0.00719,-0.006615,-0.001728,-0.016092,0.005295,0.002523,0.011015,0.001673,,-0.009119,-0.023244,0.005552,,-0.008317,,-0.001644
3/28/2003,,-0.005788,-0.00101,0.013682,0.004247,-0.013371,-0.008291,0.002194,-0.006659,-0.010386,-0.01193,0.007374,0.000629,0.005084,0.003062,,0.000767,-0.003798,0.005521,,-0.014776,,-0.00578
3/31/2003,,-0.013041,-0.040445,-0.030266,-0.025372,-0.027386,-0.019762,-0.014889,-0.028954,-0.041729,-0.004479,0.00854,-0.020434,-0.010298,-0.029975,,-0.009195,-0.019314,-0.029513,,-0.018646,,-0.017742
4/1/2003,,0.00991,0.01686,0.021932,0.017355,0.033382,0.003877,0.029118,0.02262,0.039374,0.019953,0.009504,0.023427,0.014969,0.020029,,0.012993,0.02695,0.001414,,0.005783,,0.012144
4/2/2003,,0.021262,0.025907,0.050351,0.026765,0.04045,0.012358,0.022246,0.039931,0.04867,0.016686,-0.000171,0.018501,0.021043,0.001403,,-0.00626,-0.031037,0.031073,,0.056263,,0.026116
4/3/2003,,-0.010066,-0.015657,-0.00677,-0.009023,-0.014039,-0.008138,-0.011198,-0.000691,-0.000478,-0.003773,-0.016264,-0.005542,-0.011626,-0.018207,,-0.010449,-0.001042,-0.009589,,0.000389,,-0.005052
4/4/2003,,0.004853,0.007183,0.025662,0.011707,0.019441,0.008205,0.005983,-0.004008,0.006702,0.001894,0.006613,0.01548,0.019426,0.013409,,0.008385,0.020594,-0.003458,,-0.024874,,0.002738
4/7/2003,,-0.00046,0.003566,0.002346,-0.008,-0.000269,-0.004069,-0.00531,0.003469,0.003091,0.012096,-0.008817,-0.009146,-0.006469,-0.013232,,-0.008315,-0.012771,0.005552,,0.003228,,0.001229
4/8/2003,,0.003912,0,0.013651,0.020305,0.010478,0.014811,0.013239,0.005393,0.005452,-0.002428,0.002965,-0.004923,-0.002112,-0.013409,,-0.003106,-0.005175,-0.002761,,0.016249,,-0.001864
4/9/2003,,-0.019024,-0.019797,-0.010004,-0.009739,-0.015156,-0.000503,-0.02255,-0.010866,-0.017916,-0.012542,-0.004174,-0.01979,-0.018692,-0.003181,,0,0.003901,-0.017993,,-0.039484,,-0.014004
4/10/2003,,0.011578,0.015018,-0.000389,0.014966,-0.00243,0.013847,0.011427,0.006119,0.009896,0.004739,-0.000873,0.001262,0.001078,0.006092,,-0.001869,0.010363,0.012685,,0.000814,,0.006455
4/11/2003,,0.001168,0.017347,-0.005054,0.001826,0.010825,0.004966,-0.014283,0.000968,-0.00717,-0.000943,0.002972,-0.007246,-0.005206,-0.010092,,-0.008115,-0.016667,-0.08142,,-0.01586,,-0.003763
4/14/2003,,0.029165,0.026078,0.037124,0.009252,0.028916,0.002965,0.012111,0.028583,0.030332,0.004721,0.006971,0.019359,0.022555,0.01573,,0.005664,0.020078,0.028788,,0.022727,,0.019498
4/15/2003,,0.006574,0.031281,0.012434,0.009444,0.021337,-0.001725,0.013889,0.027521,0.036215,0.004511,-0.031153,0.002802,0.004588,0.005162,,0.001721,-0.004346,-0.013991,,-0.005657,,0.006303
4/16/2003,,-0.020721,0.011848,-0.01377,-0.009494,-0.025223,-0.004936,-0.014963,-0.017507,-0.003608,0.001123,-0.028403,-0.026389,-0.014404,-0.010271,,-0.008277,-0.010013,-0.011202,,0.01219,,-0.012236
4/17/2003,,0.00161,0.018735,0.030566,0.012363,0.020387,0.009673,0.01626,0.011968,0.021724,-0.001308,0.011399,0,-0.003921,0.009801,,0.008661,0.00778,-0.009063,,0.023685,,0.015536
4/21/2003,,-0.001148,0.005057,0.005126,-0.001098,-0.008709,0.000933,-0.011579,0.003285,-0.003765,-0.00262,0.006363,0.007653,0.019145,-0.004568,,0.009836,0.000515,0.001524,,-0.011373,,-0.001757
4/22/2003,,0.017012,0.030192,0.044809,0.01978,0.032041,0.008898,0.018743,0.025933,0.03157,0.01276,0.013186,0.006962,0.033883,0.015773,,0.007421,0.015946,0.028158,,0.021023,,0.021704
4/23/2003,,0.004747,0.015098,0.026499,0.004176,0.008763,0.004655,0.007108,0.001277,0.029957,-0.010747,0.012658,-0.021056,-0.012736,-0.002259,,-0.004297,-0.008608,0.005181,,-0.000777,,0.008394
4/24/2003,,-0.016648,-0.020123,-0.029891,-0.01328,-0.028295,-0.010485,-0.012248,-0.01377,-0.023645,-0.01667,0.012324,-0.005136,0.002752,-0.005942,,-0.01233,0.005873,-0.010309,,-0.008942,,-0.008259
4/25/2003,,-0.007092,-0.009375,-0.021008,-0.013322,-0.01788,0.001479,-0.003363,-0.017582,-0.035362,-0.018095,-0.022435,-0.020006,-0.026587,-0.009678,,-0.010612,-0.027418,-0.006696,,-0.010985,,-0.013846
4/28/2003,,0.009677,0.007661,0.030401,0.015018,0.021066,0.007382,0.010755,0.008435,0.003555,0.029486,0.014232,0.010866,0.00793,0.017821,,0.006309,0.011224,0.038202,,0.021023,,0.017835
4/29/2003,,-0.000913,-0.007156,0.011454,0.00095,-0.004075,0.004397,0.004173,-0.000784,-0.017047,0.031279,-0.002105,0.003257,0.002797,-0.016379,,-0.009404,-0.009551,0.01443,,0.002681,,0.003279
4/30/2003,,0.002741,-0.002252,0.007207,0.004204,0.003836,0.015321,0.002701,-0.007194,0.007883,-0.000731,-0.009316,-0.001623,0.014296,0.010623,,-0.006171,0.004431,0.01138,,-0.009648,,-0.001002
5/1/2003,,-0.005467,0.013995,-0.002385,0.002701,-0.001274,0.009102,0.002487,-0.00751,-0.000223,-0.00384,-0.00071,0.007805,0.0055,0.007955,,0.003025,0.002335,0.009845,,0.005869,,-0.000676
5/2/2003,,0.011681,0.026714,0.019809,0.008889,0.017949,0.000712,0.012815,0.016859,0.019222,0.024046,0.005682,0.01807,0.013504,0.015784,,0.037302,0.019933,0.006267,,0.016336,,0.015039
5/5/2003,,-0.000453,-0.025585,0.016745,-0.010279,-0.004282,0.005693,-0.019388,-0.001436,-0.017324,-0.012368,-0.003178,0.01141,-0.005566,-0.016371,,0.028003,0,0.113495,,-0.010333,,-0.003795
5/6/2003,,0.011325,0.007121,0.011528,0.003642,0.010625,0.010142,0.007076,0.009282,0.01272,0.021053,0.001063,0.004074,-0.001018,-0.007052,,0,0.011929,0.087632,,0.020108,,0.008461
5/7/2003,,-0.005823,0.008838,0.003582,-0.002016,0.001752,-0.010974,-0.007026,0,-0.002865,0.002489,0.008669,-0.00593,-0.005942,0.005966,,-0.007889,0.000502,0.008571,,-0.014784,,-0.005105
5/8/2003,,-0.004731,-0.028033,-0.027904,-0.007676,-0.02024,0.003305,-0.014031,-0.040674,-0.025193,-0.004433,-0.009998,0.00157,-0.005978,-0.001977,,0.010353,-0.005766,0.01983,,-0.009234,,-0.010058
5/9/2003,,0.014033,-0.002253,0.004005,0.004207,-0.004081,0,0.007222,0.012692,0.01655,0.022262,-0.001772,0.023511,0.000515,0.010753,,0.003119,0.01059,0.016667,,0.023301,,0.014278
5/12/2003,,0.017857,0.011743,0.02859,0.006892,0.008707,0.007294,0.01434,0.006533,0.017172,-0.003136,-0.003195,0.018377,0.013223,0.002255,,0.010363,0.012974,0.014208,,-0.005313,,0.012535
5/13/2003,,0.033333,0.005357,-0.007111,-0.00255,-0.003046,-0.000234,-0.003742,-0.007153,-0.018417,-0.006816,-0.011752,0.001203,0.005593,-0.000563,,0.005861,0.008867,0.005927,,-0.008394,,-0.002973
5/14/2003,,-0.009974,0.00222,-0.007487,-0.005113,-0.009422,0.018692,-0.003548,0,-0.009828,0.006687,-0.002703,0.002103,0.004888,-0.009006,,-0.01209,-0.007153,-0.006427,,-0.013852,,-0.003205
5/15/2003,,0.012862,0.01728,0.018039,0.006492,0.014139,-0.002982,0.007958,0.015344,0.010602,0.009789,0.001626,0.009636,-0.00151,0.002272,,0.000147,0.012174,0.009704,,0.006243,,0.007868
5/16/2003,,0.005714,0.016115,0.006765,-0.003494,-0.007605,0.011042,0.005402,0.007884,-0.004464,-0.000346,0.015152,0.002386,-0.001344,0.004534,,0.002532,0.003927,0.003737,,-0.00853,,-0.002504
5/19/2003,,-0.032407,-0.027004,-0.02656,-0.022789,-0.023499,-0.014107,-0.017152,-0.030639,-0.039013,-0.019048,-0.025161,-0.053853,-0.047098,-0.011566,,-0.01471,-0.01956,-0.037234,,-0.030113,,-0.024918
5/20/2003,,0.001087,-0.003965,0.000329,0.000552,0.007586,0.045234,-0.003785,0.001345,-0.0077,0.009709,-0.011715,-0.022013,-0.029303,0.007991,,0.005429,0.020948,-0.017127,,-0.006855,,-0.001129
5/21/2003,,0.014773,0.007077,0.003943,0.007447,0.008827,0.002429,-0.001689,0.008731,0.010816,-0.002448,-0.010002,0.012862,0.007092,0.013307,,0.015449,0.010992,0.003373,,-0.02436,,0.004012
5/22/2003,,0.00942,0.005709,-0.001964,0.000958,-0.003603,-0.02533,-0.004651,0.012383,0.004885,0.01034,-0.00131,0.020952,0.00307,0.004471,,-0.003693,-0.000725,0.021849,,0.00541,,0.009151
5/23/2003,,0.013574,0.0131,0.013447,0.008616,0.009556,0.005876,0.004673,0.001578,-0.006944,0.004683,-0.005433,-0.008706,-0.0018,0.000834,,0.014529,-0.006044,0.004386,,0.002483,,0.001449
5/27/2003,,0.003976,0.016379,0.037217,0.016814,0.027884,0.000225,0.019873,0.030598,0.025641,0.020028,0.006216,0.002823,0.01605,0.020289,,0.032442,0.02773,0.030568,,0.023534,,0.019567
5/28/2003,,0.000417,-0.00212,0.015601,-0.008668,0.023892,-0.012129,-0.010158,0.018094,0.020455,0.009648,0.004493,-0.006881,-0.01065,-0.007082,,-0.000566,-0.00355,-0.03178,,-0.015329,,0.001829
5/29/2003,,-0.00875,-0.020824,-0.008602,-0.010223,-0.008994,0.016144,-0.00377,-0.00388,-0.005568,-0.00285,-0.005032,-0.014803,-0.017582,-0.013169,,-0.006231,-0.002613,-0.009847,,-0.00041,,-0.003756
5/30/2003,,0.035099,0.028646,0.018283,0.008426,0.006132,-0.038935,0.015346,0.023998,0.024636,-0.003531,0.017981,-0.008312,0.014974,0.011954,,0.010973,-0.002382,-0.008287,,0.008607,,0.01469
6/2/2003,,-0.000609,-0.002532,0.032258,-0.000943,0.008532,-0.01071,0.012422,0.025031,0.017268,0.007592,-0.020791,-0.000322,0.002699,0.004945,,0.01607,0.006207,-0.027855,,0.001178,,0.003539
6/3/2003,,-0.010768,0.002538,-0.002948,0.021314,0.021271,-0.007061,0.007566,-0.006464,0.010529,-0.001842,0.011838,0.021928,0.010228,0.010935,,0.011931,0.008304,-0.008023,,0.009781,,0.004716
6/4/2003,,0.023824,0.020253,0.025724,0.021001,0.018225,0.017303,0.019687,0.027108,0.020625,0.0052,0.0039,0.022405,0.016163,0.011358,,0.011516,0.019765,0.016753,,-0.000402,,0.01511
6/5/2003,,-0.003611,-0.002481,0.011819,0.000783,0.011158,0.012815,0.007166,0.024047,0.014583,0.009179,-0.037736,0.010802,0.033421,-0.006417,,0.006641,-0.003923,0.002273,,-0.031363,,0.003954
6/6/2003,,-0.016509,0.017413,0.000855,0.002607,0.004368,-0.009432,-0.005929,0.016037,-0.008624,0.005788,0.014033,0.010382,0.005277,0.004844,,-0.000135,-0.007413,-0.027778,,-0.017435,,-0.002404
6/9/2003,,-0.019038,-0.012225,-0.038998,-0.014171,-0.018997,-0.006967,-0.00994,-0.013078,-0.013256,-0.012989,-0.000569,0.002418,-0.012868,0.003214,,-0.008753,-0.004201,-0.020991,,0.00338,,-0.011977
6/10/2003,,0.004591,-0.002475,0.009479,0.016748,0.007933,0.010524,0.016466,0.013251,0.017212,-0.002332,-0.001517,0.004221,0.002573,0.002136,,0.008423,0.016639,0.023228,,0.039158,,0.00913
6/11/2003,,0.021396,0.018197,0.013498,0.016732,0.020602,0.0162,0.016002,0.011725,0.020429,0.011354,0.006839,-0.000901,0.015056,0.017581,,0.018591,0.028123,0.015716,,0.008104,,0.012835
6/12/2003,,0.003254,0.006093,0.004632,0.000638,-0.000454,0.001822,0.001944,0.006797,-0.010313,0.007925,0.005094,0.007212,-0.000506,0,,0.000132,-0.000448,0.018338,,0.004421,,0.001033
6/13/2003,,-0.008717,-0.005652,0,0.000637,0.000681,0.001819,-0.013778,-0.01306,-0.014099,-0.009173,-0.013328,-0.013126,-0.00118,-0.007068,,-0.007538,-0.015253,-0.019696,,-0.013605,,-0.009915
6/16/2003,,0.019632,0.010962,0.036023,0.017837,0.02585,0.011799,0.019284,0.02613,0.027358,0.024797,0.021689,0.045949,0.026507,0.010018,,-0.001466,0.012528,0.048795,,0.03002,,0.022385
6/17/2003,,-0.009828,0.001205,0.003894,-0.000626,0.007073,0.001346,0,0,0.002017,0.007743,0.019739,0.045665,0.025822,-0.016706,,-0.008407,-0.008999,-0.004379,,0.02241,,0.00091
6/18/2003,,-0.016407,0.001604,-0.028263,-0.001378,-0.014267,-0.003359,0.003861,-0.028415,-0.055969,-0.007524,0.00347,-0.003593,0.013949,-0.00876,,-0.001615,0.001589,0.051127,,0.004276,,-0.001552
6/19/2003,,-0.017298,-0.006808,-0.017679,-0.016556,-0.024939,-0.01236,-0.017308,-0.033521,-0.06142,-0.016129,-0.009827,-0.012483,-0.014864,-0.012319,,-0.0062,-0.013373,0.001046,,0,,-0.015236
6/20/2003,,0.016345,-0.004435,0.01016,0.006377,0.005937,-0.022526,0.001957,0.003841,0.005908,0.000328,0.000735,-0.000843,0.00947,0.000271,,0.000949,-0.00023,0.003135,,0.009973,,0.000995
6/23/2003,,-0.007629,-0.019036,-0.027299,-0.012546,-0.021566,-0.005121,-0.008594,-0.011246,-0.032979,-0.009177,-0.020202,-0.005342,-0.012403,0.001355,,-0.002439,-0.004825,-0.007292,,-0.020889,,-0.014111
6/24/2003,,0.004571,0.013625,0.013294,-0.004748,0.007425,-0.002808,0.003743,0.015478,0.011446,-0.000992,-0.014058,0.000565,0.000644,-0.001083,,0.002581,-0.00762,-0.01469,,-0.003103,,0.001834
6/25/2003,,-0.005791,0.004073,-0.009038,0.014184,-0.008521,0.002346,-0.005496,-0.021016,0.011547,-0.011589,-0.002471,-0.001977,-0.015607,-0.006504,,-0.005555,-0.003723,0.016507,,-0.017121,,-0.008267
6/26/2003,,0.011026,0.017647,0.012062,0.012842,0.015563,-0.004448,0.015788,-0.007431,-0.001598,0.000838,-0.00324,0.018964,0.013403,0.001091,,-0.002997,-0.00724,0.010477,,0.019398,,0.010776
6/27/2003,,0.000206,-0.011656,-0.014535,-0.000628,-0.01624,-0.005408,-0.00816,-0.021034,-0.016693,-0.011046,-0.014532,-0.027778,-0.015806,-0.008992,,-0.010932,-0.009645,-0.029031,,-0.00466,,-0.009738
6/30/2003,,0.004114,-0.00366,0.00826,-0.007286,-0.004883,0.006147,-0.012733,0.01663,-0.005814,0.000338,0.003104,-0.024286,-0.007702,-0.012648,,-0.002487,-0.0019,0.017619,,0.00039,,-0.001762
7/1/2003,,0.006966,0.00898,0.010825,0.012274,0.023598,0.003524,0.006151,0.025075,0.033684,-0.007951,0.013926,0.011127,0.015194,0.007519,,0.003463,0.000714,0.001574,,0.019891,,0.008025
7/2/2003,,-0.002035,0.002023,0.004677,0.005,0.013467,0,0.005127,-0.005242,0.017651,0.01296,0.009157,0.003475,0.004067,0.002764,,0.002761,-0.005232,0.009429,,0.027916,,0.011646
7/3/2003,,-0.008359,-0.015341,-0.006983,-0.004851,-0.011712,0.009834,-0.005297,-0.008197,-0.00378,-0.006902,0.001701,-0.012121,-0.009397,-0.006064,,-0.009911,-0.01028,-0.007265,,-0.014137,,-0.008111
7/7/2003,,0.016447,0.01968,0.027542,0.011124,0.024157,-0.000232,0.008678,0.035891,0.030804,0.022716,-0.000189,0.004966,0.012267,-0.000277,,0.019046,0.001208,0.038683,,0.034717,,0.018992
7/8/2003,,0.009304,0.00201,0.00941,0.007169,0.009568,-0.013683,-0.006648,0.003647,0.025985,0.003978,-0.009438,-0.002616,-0.003716,-0.011096,,0.002319,-0.007238,0.026673,,0.010212,,0.003405
7/9/2003,,-0.01002,-0.002408,0.007345,0.004541,0.013665,0.00047,0.000591,0.001931,0.003588,-0.005283,-0.010671,-0.002623,-0.004541,0.005891,,-0.009119,-0.012151,-0.025,,-0.008303,,-0.005586
7/10/2003,,-0.011038,-0.009654,-0.018228,-0.003054,-0.017178,-0.012221,0.002754,-0.019041,-0.021767,-0.007967,-0.012904,-0.016365,-0.005539,-0.010039,,-0.010028,-0.009594,-0.015586,,-0.020386,,-0.01348
7/11/2003,,-0.00124,0.009342,0.021422,0.015686,0.021018,0.005234,0.017854,0.008897,0.007993,0.011879,0.012293,0.016043,0.006553,0.002817,,0.012904,0.00919,0.01379,,0.014827,,0.009548
7/14/2003,,0.014073,0.02173,0.043065,0.006998,0.021018,0.007574,0.022166,0.024279,0.014359,0.011078,0.033153,-0.010526,0.005046,-0.008427,,-0.011096,-0.014275,0.002519,,0.003332,,0.005731
7/15/2003,,-0.015306,-0.014573,-0.000268,0.000479,-0.006154,-0.00094,-0.020743,-0.015877,0.029579,-0.007195,-0.01959,0.000591,0.001943,-0.003116,,-0.011497,-0.018727,-0.014573,,-0.004744,,-0.003427
7/16/2003,,-0.002487,0.002798,-0.02789,-0.008623,-0.027974,-0.000705,0.000193,-0.008634,-0.021547,0.000659,0.000951,-0.015062,-0.002263,-0.007673,,0.001401,0.007125,0.013259,,0.009168,,-0.006417
7/17/2003,,-0.014752,-0.01674,-0.033379,-0.015221,-0.015378,-0.007059,-0.01906,-0.009397,-0.016149,-0.01037,-0.006274,-0.017691,-0.011664,0.008018,,0.00056,0.015664,0.051837,,-0.03016,,-0.012344
7/18/2003,,0.011809,0.015403,0.008276,0.019995,0.020527,-0.00237,0.00844,0.014461,0.001919,0.013806,0.008992,0.019231,0.012457,0.019318,,0.017343,0.007463,-0.001962,,0.007493,,0.011806
7/21/2003,,0.000417,-0.013972,-0.025474,-0.011666,-0.017272,0.005463,-0.002725,-0.022694,-0.023404,-0.009352,-0.025787,-0.025457,-0.031569,-0.013935,,-0.008798,-0.008642,-0.011937,,-0.03161,,-0.014618
7/22/2003,,0.013542,0.01417,0.014813,0.01229,0.011123,-0.003819,0.014247,0.005368,0.018736,0.001822,0.007396,-0.00338,-0.033601,0.00961,,0.006241,0.020922,0.009219,,0.013057,,0.009512
7/23/2003,,0.004317,-0.004391,-0.00229,0.002043,0.00418,0.014614,-0.001539,-0.000696,0.010693,-0.003968,0.00966,0.015418,0.001384,-0.0014,,-0.007305,-0.002684,-0.000481,,0.002654,,0.000506
7/24/2003,,0.000614,-0.01243,-0.008032,-0.016795,-0.016871,-0.004959,-0.008479,-0.00813,0.007406,-0.002158,-0.010716,-0.01154,-0.015547,-0.011775,,-0.003055,0.007828,-0.013468,,-0.017013,,-0.007091
7/25/2003,,0.016568,0.019082,0.025737,0.019156,0.019166,0.012814,0.012439,0.014871,0.020794,0.012142,0.010251,0.015054,0.0093,0.014468,,0.012953,0.006068,0.050219,,0.034231,,0.0174
7/28/2003,,-0.001408,-0.011952,0.000564,-0.00838,0.001531,0.001874,-0.003648,0.000926,-0.005144,0.004273,-0.014742,-0.007869,-0.014951,-0.00028,,-0.002062,0.013752,-0.025534,,-0.010413,,-0.002163
7/29/2003,,-0.003828,0.003226,-0.007044,0.000604,-0.00786,-0.003274,-0.001734,0.003815,-0.012616,0.000327,-0.016129,-0.006406,-0.022414,-0.008951,,-0.010747,-0.007853,-0.012863,,-0.005261,,-0.007265
7/30/2003,,0.000809,-0.006431,-0.005108,-0.001568,-0.004621,-0.015016,-0.009265,0.001382,-0.004608,0.002781,0.00869,0.025177,0.001264,-0.003105,,0,0.002399,-0.021235,,-0.009067,,-0.001809
7/31/2003,,-0.010711,-0.008091,-0.000285,-0.002175,-0.001769,0,-0.015585,0.002185,-0.001684,0.004078,0.014098,-0.000898,-0.003246,0.007361,,0.004318,-0.005743,0.039448,,0.006862,,0.002856
8/1/2003,,-0.009193,-0.019984,-0.048217,-0.022163,-0.030134,-0.005717,-0.00851,-0.023411,-0.027192,-0.003087,-0.02626,-0.020384,-0.019175,-0.007026,,-0.0147,-0.00698,-0.016603,,-0.009087,,-0.010259
8/4/2003,,0.002062,0.006658,0.011091,0.010651,0.009666,-0.015573,0.003393,-0.005288,-0.000433,0.026402,0.003371,0.011934,-0.00166,0.007925,,-0.005348,0.005817,0.023155,,0.000382,,0.002724
8/5/2003,,-0.025309,-0.032658,-0.028758,-0.022059,-0.018236,0.006571,-0.010145,-0.020673,-0.007154,-0.017466,-0.016206,-0.017236,-0.011454,-0.007301,,0.00184,-0.000482,-0.039132,,-0.019863,,-0.017663
8/6/2003,,0.004433,0.011111,0.007021,0.010025,0.010448,-0.008221,0.013264,0.013872,0.028166,-0.005333,0.008638,-0.001538,0.013269,0.011315,,0.00113,0.000241,-0.036801,,-0.00039,,0.001678
8/7/2003,,0.006936,0.004227,-0.004244,-0.000868,0.013327,0.02706,-0.0002,0.008328,0.01168,0.006011,0.031667,0.0151,0.030985,0.013986,,0.01947,0.018318,0.015283,,0.002339,,0.00728
8/8/2003,,0.00647,0.006313,0.004262,0.009438,0.006803,0.015191,0.005805,0.012625,0.018892,0.000323,-0.000965,0.000911,-0.005546,0.007448,,0.007473,0.00355,-0.014551,,-0.005056,,0.003562
8/11/2003,,-0.005392,-0.007946,0.006972,-0.008365,0.003378,0.013795,-0.00597,-0.000699,-0.008241,0.008718,-0.001353,-0.00182,-0.009894,0.006846,,0.005494,0.014151,0.001018,,0.001173,,0.003069
8/12/2003,,0.018349,0.022344,0.012643,0.010172,0.014366,0.008764,0.008208,0.022388,0.010802,0.013124,-0.008127,-0.001215,-0.009266,0.005203,,0.0097,-0.006977,0.002035,,0.004686,,0.009953
8/13/2003,,-0.009214,-0.017732,-0.006243,-0.00786,-0.004868,0.010288,-0.006156,-0.003193,-0.002877,0.015482,-0.005267,-0.035291,-0.020356,-0.00572,,-0.009065,0.003115,0.024365,,-0.005052,,-0.006382
8/14/2003,,0,0.007557,0.014059,0.007798,0.003558,-0.01222,0.008591,0.006293,0.001855,0.015868,0.000196,-0.012357,-0.001498,0.012055,,0.013654,0.011792,-0.010406,,0.001172,,0.006585
8/15/2003,,-0.001653,-0.005417,-0.00708,0.000983,-0.005096,0.008018,0.000792,-0.00216,0.000617,-0.000306,0.005686,0.008021,0.002625,-0.002978,,-0.009294,-0.011655,-0.01302,,-0.003511,,0.000162
8/18/2003,,0.004761,0.006284,0.011586,-0.005276,-0.005568,0.001136,-0.003563,0.005811,0.011308,-0.001379,-0.012341,0.001591,0.000187,0.002444,,-0.003296,0.007075,0.031964,,0.006265,,0.009155
8/19/2003,,0.00206,-0.002914,0.004112,0.001727,-0.005375,0.00227,0.000795,0.00861,0.009148,-0.002608,-0.00714,-0.006355,0.0043,-0.0065,,-0.006613,-0.011007,-0.000983,,0.035798,,0.002611
8/20/2003,,-0.002262,0.004593,0.018719,0.006157,-0.005629,-0.02333,-0.008535,-0.014939,-0.011483,0.000615,-0.000599,-0.016949,0.026834,0.003272,,0.006935,0.004973,0.033957,,-0.006386,,-0.002045
8/21/2003,,-0.009479,-0.000416,-0.006604,-0.008812,-0.005661,-0.005798,-0.005806,0.004561,0.00428,0.00689,-0.012592,-0.030904,-0.015349,0.006793,,0.002479,-0.006126,0.03189,,-0.00794,,0.002969
