DATE,WTB3MS
6/9/1978,6.62
6/16/1978,6.65
6/23/1978,6.79
6/30/1978,6.93
7/7/1978,7.05
7/14/1978,7.16
7/21/1978,7.05
7/28/1978,6.83
8/4/1978,6.8
8/11/1978,6.79
8/18/1978,7.12
8/25/1978,7.25
9/1/1978,7.5
9/8/1978,7.6
9/15/1978,7.77
9/22/1978,8.02
9/29/1978,7.96
10/6/1978,8.14
10/13/1978,7.98
10/20/1978,7.89
10/27/1978,7.7
11/3/1978,8.73
11/10/1978,8.79
11/17/1978,8.14
11/24/1978,8.63
12/1/1978,8.98
12/8/1978,8.93
12/15/1978,8.93
12/22/1978,9.28
12/29/1978,9.25
1/5/1979,9.34
1/12/1979,9.3
1/19/1979,9.44
1/26/1979,9.34
2/2/1979,9.28
2/9/1979,9.24
2/16/1979,9.28
2/23/1979,9.41
3/2/1979,9.44
3/9/1979,9.44
3/16/1979,9.51
3/23/1979,9.54
3/30/1979,9.46
4/6/1979,9.53
4/13/1979,9.7
4/20/1979,9.41
4/27/1979,9.23
5/4/1979,9.58
5/11/1979,9.63
5/18/1979,9.6
5/25/1979,9.64
6/1/1979,9.55
6/8/1979,9.36
6/15/1979,8.97
6/22/1979,8.96
6/29/1979,8.83
7/6/1979,9.1
7/13/1979,9.28
7/20/1979,9.31
7/27/1979,9.28
8/3/1979,9.23
8/10/1979,9.4
8/17/1979,9.52
8/24/1979,9.55
8/31/1979,9.74
9/7/1979,10.2
9/14/1979,10.45
9/21/1979,10.26
9/28/1979,10.14
10/5/1979,10.43
10/12/1979,11.62
10/19/1979,11.91
10/26/1979,12.6
11/2/1979,12.07
11/9/1979,12.25
11/16/1979,11.9
11/23/1979,11.77
11/30/1979,11.26
12/7/1979,11.75
12/14/1979,12.34
12/21/1979,12.06
12/28/1979,11.99
1/4/1980,12.1
1/11/1980,11.72
1/18/1980,11.91
1/25/1980,12.17
2/1/1980,12.15
2/8/1980,12.05
2/15/1980,12.36
2/22/1980,13.38
2/29/1980,13.78
3/7/1980,15.37
3/14/1980,15.32
3/21/1980,14.76
3/28/1980,15.55
4/4/1980,14.78
4/11/1980,14.3
4/18/1980,13.57
4/25/1980,12.18
5/2/1980,10.47
5/9/1980,9.14
5/16/1980,8.53
5/23/1980,8.15
5/30/1980,7.7
6/6/1980,7.51
6/13/1980,6.44
6/20/1980,6.76
6/27/1980,7.42
7/4/1980,7.92
7/11/1980,8.08
7/18/1980,7.98
7/25/1980,7.93
8/1/1980,8.44
8/8/1980,8.58
8/15/1980,8.6
8/22/1980,9.41
8/29/1980,10.01
9/5/1980,9.78
9/12/1980,10.09
9/19/1980,10.26
9/26/1980,10.45
10/3/1980,11.39
10/10/1980,11.24
10/17/1980,11.07
10/24/1980,11.66
10/31/1980,12.51
11/7/1980,13.28
11/14/1980,13.29
11/21/1980,13.98
11/28/1980,14.31
12/5/1980,14.98
12/12/1980,16.76
12/19/1980,16.21
12/26/1980,14.62
1/2/1981,14.31
1/9/1981,14.31
1/16/1981,15.19
1/23/1981,15.65
1/30/1981,15.01
2/6/1981,14.9
2/13/1981,15.51
2/20/1981,14.68
2/27/1981,14.19
3/6/1981,14.44
3/13/1981,13.79
3/20/1981,12.63
3/27/1981,12.91
4/3/1981,12.6
4/10/1981,13.67
4/17/1981,13.66
4/24/1981,13.74
5/1/1981,14.52
5/8/1981,16.44
5/15/1981,16.75
5/22/1981,16.61
5/29/1981,15.61
6/5/1981,15.69
6/12/1981,14.79
6/19/1981,14.31
6/26/1981,14.39
7/3/1981,14.34
7/10/1981,14.82
7/17/1981,14.56
7/24/1981,15.5
7/31/1981,15.07
8/7/1981,15.43
8/14/1981,15.25
8/21/1981,15.63
8/28/1981,15.71
9/4/1981,15.59
9/11/1981,15.14
9/18/1981,14.35
9/25/1981,14.29
10/2/1981,14.37
10/9/1981,13.81
10/16/1981,13.41
10/23/1981,13.37
10/30/1981,13.14
11/6/1981,12.21
11/13/1981,10.93
11/20/1981,10.31
11/27/1981,10.23
12/4/1981,10.39
12/11/1981,10.47
12/18/1981,10.94
12/25/1981,11.14
1/1/1982,11.35
1/8/1982,11.59
1/15/1982,12.07
1/22/1982,12.66
1/29/1982,12.79
2/5/1982,13.68
2/12/1982,14.12
2/19/1982,14.06
2/26/1982,12.31
3/5/1982,12.26
3/12/1982,12.47
3/19/1982,12.85
3/26/1982,12.72
4/2/1982,13.32
4/9/1982,13.1
4/16/1982,12.77
4/23/1982,12.39
4/30/1982,12.42
5/7/1982,12.54
5/14/1982,12.38
5/21/1982,11.9
5/28/1982,11.54
6/4/1982,12.09
6/11/1982,12.06
6/18/1982,12.46
6/25/1982,12.88
7/2/1982,12.81
7/9/1982,12.23
7/16/1982,11.71
7/23/1982,10.64
7/30/1982,10.51
8/6/1982,9.8
8/13/1982,9.7
8/20/1982,7.88
8/27/1982,7.5
9/3/1982,8.31
9/10/1982,8.34
9/17/1982,8.03
9/24/1982,7.53
10/1/1982,7.52
10/8/1982,7.93
10/15/1982,7.48
10/22/1982,7.54
10/29/1982,7.93
11/5/1982,7.78
11/12/1982,8.07
11/19/1982,8.31
11/26/1982,7.94
12/3/1982,8.14
12/10/1982,7.96
12/17/1982,7.8
12/24/1982,7.91
12/31/1982,8.01
1/7/1983,7.92
1/14/1983,7.66
1/21/1983,7.75
1/28/1983,8.05
2/4/1983,8.16
2/11/1983,8.22
2/18/1983,8.16
2/25/1983,7.91
3/4/1983,7.97
3/11/1983,8.25
3/18/1983,8.31
3/25/1983,8.55
4/1/1983,8.64
4/8/1983,8.45
4/15/1983,8.16
4/22/1983,8.12
4/29/1983,8.11
5/6/1983,8.03
5/13/1983,8.03
5/20/1983,8.14
5/27/1983,8.48
6/3/1983,8.57
6/10/1983,8.76
6/17/1983,8.7
6/24/1983,8.97
7/1/1983,8.88
7/8/1983,9.07
7/15/1983,9.1
7/22/1983,9.1
7/29/1983,9.13
8/5/1983,9.41
8/12/1983,9.52
8/19/1983,9.35
8/26/1983,9.15
9/2/1983,9.26
9/9/1983,9.13
9/16/1983,9.08
9/23/1983,8.94
9/30/1983,8.75
10/7/1983,8.62
10/14/1983,8.79
10/21/1983,8.53
10/28/1983,8.66
11/4/1983,8.58
11/11/1983,8.77
11/18/1983,8.81
11/25/1983,8.79
12/2/1983,8.88
12/9/1983,8.97
12/16/1983,9.09
12/23/1983,9
12/30/1983,8.96
1/6/1984,8.95
1/13/1984,8.88
1/20/1984,8.88
1/27/1984,8.93
2/3/1984,8.91
2/10/1984,9.06
2/17/1984,9.09
2/24/1984,9.18
3/2/1984,9.18
3/9/1984,9.29
3/16/1984,9.43
3/23/1984,9.76
3/30/1984,9.72
4/6/1984,9.74
4/13/1984,9.65
4/20/1984,9.76
4/27/1984,9.64
5/4/1984,9.73
5/11/1984,9.97
5/18/1984,9.88
5/25/1984,9.79
6/1/1984,9.76
6/8/1984,9.81
6/15/1984,9.95
6/22/1984,9.91
6/29/1984,9.81
7/6/1984,9.92
7/13/1984,10.04
7/20/1984,10.11
7/27/1984,10.25
8/3/1984,10.42
8/10/1984,10.48
8/17/1984,10.31
8/24/1984,10.44
8/31/1984,10.65
9/7/1984,10.61
9/14/1984,10.38
9/21/1984,10.29
9/28/1984,10.24
10/5/1984,10.19
10/12/1984,10.01
10/19/1984,9.81
10/26/1984,9.33
11/2/1984,9.1
11/9/1984,8.65
11/16/1984,8.68
11/23/1984,8.55
11/30/1984,8.41
12/7/1984,8.44
12/14/1984,8.27
12/21/1984,7.81
12/28/1984,7.67
1/4/1985,7.83
1/11/1985,7.75
1/18/1985,7.73
1/25/1985,7.65
2/1/1985,7.92
2/8/1985,8.17
2/15/1985,8.21
2/22/1985,8.31
3/1/1985,8.47
3/8/1985,8.69
3/15/1985,8.55
3/22/1985,8.51
3/29/1985,8.29
4/5/1985,8.17
4/12/1985,8.08
4/19/1985,7.86
4/26/1985,7.77
5/3/1985,7.78
5/10/1985,7.76
5/17/1985,7.5
5/24/1985,7.25
5/31/1985,7.19
6/7/1985,7.01
6/14/1985,7.03
6/21/1985,6.81
6/28/1985,6.97
7/5/1985,6.9
7/12/1985,6.99
7/19/1985,7.07
7/26/1985,7.22
8/2/1985,7.28
8/9/1985,7.21
8/16/1985,7.13
8/23/1985,7.07
8/30/1985,7.07
9/6/1985,7.14
9/13/1985,7.23
9/20/1985,7.12
9/27/1985,6.89
10/4/1985,7.01
10/11/1985,7.17
10/18/1985,7.2
10/25/1985,7.22
11/1/1985,7.2
11/8/1985,7.25
11/15/1985,7.29
11/22/1985,7.23
11/29/1985,7.18
12/6/1985,7.24
12/13/1985,7.1
12/20/1985,7.06
12/27/1985,7.02
1/3/1986,7.04
1/10/1986,7.13
1/17/1986,7.17
1/24/1986,6.99
1/31/1986,6.98
2/7/1986,7.06
2/14/1986,7.11
2/21/1986,7.05
2/28/1986,7.04
3/7/1986,6.79
3/14/1986,6.59
3/21/1986,6.49
3/28/1986,6.39
4/4/1986,6.31
4/11/1986,6.07
4/18/1986,5.84
4/25/1986,6.03
5/2/1986,6.11
5/9/1986,6.05
5/16/1986,6.14
5/23/1986,6.2
5/30/1986,6.24
6/6/1986,6.42
6/13/1986,6.29
6/20/1986,6.1
6/27/1986,6.07
7/4/1986,5.97
7/11/1986,5.86
7/18/1986,5.75
7/25/1986,5.78
8/1/1986,5.83
8/8/1986,5.71
8/15/1986,5.6
8/22/1986,5.48
8/29/1986,5.27
9/5/1986,5.21
9/12/1986,5.2
9/19/1986,5.18
9/26/1986,5.24
10/3/1986,5.19
10/10/1986,5.05
10/17/1986,5.2
10/24/1986,5.29
10/31/1986,5.19
11/7/1986,5.26
11/14/1986,5.41
11/21/1986,5.36
11/28/1986,5.39
12/5/1986,5.42
12/12/1986,5.49
12/19/1986,5.57
12/26/1986,5.56
1/2/1987,5.65
1/9/1987,5.46
1/16/1987,5.35
1/23/1987,5.35
1/30/1987,5.51
2/6/1987,5.62
2/13/1987,5.75
2/20/1987,5.55
2/27/1987,5.45
3/6/1987,5.54
3/13/1987,5.66
3/20/1987,5.55
3/27/1987,5.6
4/3/1987,5.56
4/10/1987,5.62
4/17/1987,5.8
4/24/1987,5.54
5/1/1987,5.69
5/8/1987,5.61
5/15/1987,5.69
5/22/1987,5.68
5/29/1987,5.67
6/5/1987,5.7
6/12/1987,5.55
6/19/1987,5.65
6/26/1987,5.77
7/3/1987,5.68
7/10/1987,5.61
7/17/1987,5.58
7/24/1987,5.66
7/31/1987,5.94
8/7/1987,5.87
8/14/1987,5.94
8/21/1987,6.05
8/28/1987,6.24
9/4/1987,6.21
9/11/1987,6.39
9/18/1987,6.36
9/25/1987,6.48
10/2/1987,6.62
10/9/1987,6.65
10/16/1987,6.98
10/23/1987,5.7
10/30/1987,5.17
11/6/1987,5.62
11/13/1987,5.78
11/20/1987,5.78
11/27/1987,5.72
12/4/1987,5.41
12/11/1987,5.86
12/18/1987,5.9
12/25/1987,5.83
1/1/1988,5.73
1/8/1988,5.86
1/15/1988,5.81
1/22/1988,5.85
1/29/1988,5.74
2/5/1988,5.67
2/12/1988,5.65
2/19/1988,5.72
2/26/1988,5.63
3/4/1988,5.63
3/11/1988,5.73
3/18/1988,5.64
3/25/1988,5.77
4/1/1988,5.74
4/8/1988,5.99
4/15/1988,5.89
4/22/1988,5.83
4/29/1988,5.91
5/6/1988,6.16
5/13/1988,6.26
5/20/1988,6.22
5/27/1988,6.35
6/3/1988,6.45
6/10/1988,6.43
6/17/1988,6.36
6/24/1988,6.5
7/1/1988,6.57
7/8/1988,6.58
7/15/1988,6.7
7/22/1988,6.72
7/29/1988,6.93
8/5/1988,6.89
8/12/1988,6.98
8/19/1988,7.03
8/26/1988,7.2
9/2/1988,7.28
9/9/1988,7.3
9/16/1988,7.18
9/23/1988,7.19
9/30/1988,7.3
10/7/1988,7.25
10/14/1988,7.31
10/21/1988,7.4
10/28/1988,7.42
11/4/1988,7.38
11/11/1988,7.57
11/18/1988,7.91
11/25/1988,8.01
12/2/1988,7.94
12/9/1988,7.96
12/16/1988,8.09
12/23/1988,8.11
12/30/1988,8.16
1/6/1989,8.24
1/13/1989,8.26
1/20/1989,8.24
1/27/1989,8.29
2/3/1989,8.38
2/10/1989,8.52
2/17/1989,8.52
2/24/1989,8.57
3/3/1989,8.67
3/10/1989,8.64
3/17/1989,8.74
3/24/1989,9.03
3/31/1989,9
4/7/1989,8.82
4/14/1989,8.69
4/21/1989,8.55
4/28/1989,8.53
5/5/1989,8.54
5/12/1989,8.43
5/19/1989,8.3
5/26/1989,8.41
6/2/1989,8.54
6/9/1989,8.18
6/16/1989,8.14
6/23/1989,8.13
6/30/1989,8.03
7/7/1989,7.81
7/14/1989,7.77
7/21/1989,7.97
7/28/1989,7.98
8/4/1989,7.71
8/11/1989,7.92
8/18/1989,7.95
8/25/1989,7.98
9/1/1989,7.9
9/8/1989,7.82
9/15/1989,7.6
9/22/1989,7.73
9/29/1989,7.84
10/6/1989,7.76
10/13/1989,7.66
10/20/1989,7.5
10/27/1989,7.6
11/3/1989,7.77
11/10/1989,7.74
11/17/1989,7.67
11/24/1989,7.6
12/1/1989,7.63
12/8/1989,7.61
12/15/1989,7.65
12/22/1989,7.6
12/29/1989,7.68
1/5/1990,7.59
1/12/1990,7.53
1/19/1990,7.72
1/26/1990,7.69
2/2/1990,7.76
2/9/1990,7.8
2/16/1990,7.66
2/23/1990,7.74
3/2/1990,7.76
3/9/1990,7.91
3/16/1990,7.96
3/23/1990,7.93
3/30/1990,7.85
4/6/1990,7.77
4/13/1990,7.78
4/20/1990,7.76
4/27/1990,7.78
5/4/1990,7.85
5/11/1990,7.74
5/18/1990,7.67
5/25/1990,7.71
6/1/1990,7.74
6/8/1990,7.7
6/15/1990,7.7
6/22/1990,7.74
6/29/1990,7.77
7/6/1990,7.71
7/13/1990,7.73
7/20/1990,7.57
7/27/1990,7.53
8/3/1990,7.43
8/10/1990,7.37
8/17/1990,7.45
8/24/1990,7.54
8/31/1990,7.46
9/7/1990,7.38
9/14/1990,7.38
9/21/1990,7.38
9/28/1990,7.29
10/5/1990,7.13
10/12/1990,7.16
10/19/1990,7.2
10/26/1990,7.19
11/2/1990,7.11
11/9/1990,7.08
11/16/1990,7.07
11/23/1990,7.07
11/30/1990,7.04
12/7/1990,6.99
12/14/1990,6.83
12/21/1990,6.66
12/28/1990,6.48
1/4/1991,6.47
1/11/1991,6.31
1/18/1991,6.07
1/25/1991,6.12
2/1/1991,6.17
2/8/1991,5.94
2/15/1991,5.87
2/22/1991,5.94
3/1/1991,6.04
3/8/1991,6.05
3/15/1991,5.83
3/22/1991,5.87
3/29/1991,5.82
4/5/1991,5.75
4/12/1991,5.59
4/19/1991,5.63
4/26/1991,5.66
5/3/1991,5.51
5/10/1991,5.48
5/17/1991,5.44
5/24/1991,5.44
5/31/1991,5.46
6/7/1991,5.58
6/14/1991,5.58
6/21/1991,5.58
6/28/1991,5.56
7/5/1991,5.58
7/12/1991,5.57
7/19/1991,5.59
7/26/1991,5.58
8/2/1991,5.53
8/9/1991,5.4
8/16/1991,5.29
8/23/1991,5.24
8/30/1991,5.34
9/6/1991,5.32
9/13/1991,5.23
9/20/1991,5.19
9/27/1991,5.16
10/4/1991,5.07
10/11/1991,5.01
10/18/1991,5
10/25/1991,5.01
11/1/1991,4.85
11/8/1991,4.68
11/15/1991,4.62
11/22/1991,4.49
11/29/1991,4.39
12/6/1991,4.32
12/13/1991,4.16
12/20/1991,4.03
12/27/1991,3.81
1/3/1992,3.87
1/10/1992,3.77
1/17/1992,3.81
1/24/1992,3.77
1/31/1992,3.84
2/7/1992,3.81
2/14/1992,3.76
2/21/1992,3.87
2/28/1992,3.94
3/6/1992,4.04
3/13/1992,4.02
3/20/1992,4.06
3/27/1992,4.03
4/3/1992,4.01
4/10/1992,3.8
4/17/1992,3.63
4/24/1992,3.68
5/1/1992,3.69
5/8/1992,3.63
5/15/1992,3.6
5/22/1992,3.61
5/29/1992,3.71
6/5/1992,3.71
6/12/1992,3.67
6/19/1992,3.63
6/26/1992,3.64
7/3/1992,3.48
7/10/1992,3.22
7/17/1992,3.19
7/24/1992,3.17
7/31/1992,3.18
8/7/1992,3.16
8/14/1992,3.11
8/21/1992,3.07
8/28/1992,3.16
9/4/1992,3.1
9/11/1992,2.91
9/18/1992,2.89
9/25/1992,2.89
10/2/1992,2.69
10/9/1992,2.76
10/16/1992,2.9
10/23/1992,2.95
10/30/1992,2.94
11/6/1992,3.03
11/13/1992,3.08
11/20/1992,3.16
11/27/1992,3.24
12/4/1992,3.3
12/11/1992,3.24
12/18/1992,3.21
12/25/1992,3.18
1/1/1993,3.15
1/8/1993,3.09
1/15/1993,3
1/22/1993,2.99
1/29/1993,2.92
2/5/1993,2.92
2/12/1993,2.93
2/19/1993,2.92
2/26/1993,2.95
3/5/1993,2.95
3/12/1993,2.98
3/19/1993,2.97
3/26/1993,2.92
4/2/1993,2.91
4/9/1993,2.91
4/16/1993,2.85
4/23/1993,2.81
4/30/1993,2.91
5/7/1993,2.87
5/14/1993,2.91
5/21/1993,2.99
5/28/1993,3.06
6/4/1993,3.06
6/11/1993,3.1
6/18/1993,3.05
6/25/1993,3.09
7/2/1993,3.01
7/9/1993,3.02
7/16/1993,3.02
7/23/1993,3.07
7/30/1993,3.06
8/6/1993,3.06
8/13/1993,3.02
8/20/1993,3
8/27/1993,3
9/3/1993,2.99
9/10/1993,2.96
9/17/1993,2.96
9/24/1993,2.93
10/1/1993,2.92
10/8/1993,2.97
10/15/1993,3.02
10/22/1993,3.04
10/29/1993,3.06
11/5/1993,3.08
11/12/1993,3.1
11/19/1993,3.11
11/26/1993,3.12
12/3/1993,3.12
12/10/1993,3.07
12/17/1993,3.04
12/24/1993,3.06
12/31/1993,3.02
1/7/1994,3.05
1/14/1994,2.97
1/21/1994,2.96
1/28/1994,2.93
2/4/1994,3.08
2/11/1994,3.25
2/18/1994,3.27
2/25/1994,3.35
3/4/1994,3.47
3/11/1994,3.52
3/18/1994,3.52
3/25/1994,3.49
4/1/1994,3.5
4/8/1994,3.6
4/15/1994,3.57
4/22/1994,3.73
4/29/1994,3.85
5/6/1994,4.04
5/13/1994,4.19
5/20/1994,4.16
5/27/1994,4.18
6/3/1994,4.15
6/10/1994,4.11
6/17/1994,4.12
6/24/1994,4.16
7/1/1994,4.16
7/8/1994,4.28
7/15/1994,4.37
7/22/1994,4.3
7/29/1994,4.39
8/5/1994,4.34
8/12/1994,4.4
8/19/1994,4.56
8/26/1994,4.55
9/2/1994,4.56
9/9/1994,4.56
9/16/1994,4.59
9/23/1994,4.71
9/30/1994,4.66
10/7/1994,4.9
10/14/1994,4.91
10/21/1994,4.94
10/28/1994,5.01
11/4/1994,5.1
11/11/1994,5.22
11/18/1994,5.34
11/25/1994,5.31
12/2/1994,5.53
12/9/1994,5.7
12/16/1994,5.66
12/23/1994,5.49
12/30/1994,5.52
1/6/1995,5.67
1/13/1995,5.66
1/20/1995,5.7
1/27/1995,5.77
2/3/1995,5.82
2/10/1995,5.79
2/17/1995,5.75
2/24/1995,5.72
3/3/1995,5.74
3/10/1995,5.76
3/17/1995,5.75
3/24/1995,5.72
3/31/1995,5.69
4/7/1995,5.7
4/14/1995,5.63
4/21/1995,5.61
4/28/1995,5.67
5/5/1995,5.65
5/12/1995,5.64
5/19/1995,5.69
5/26/1995,5.69
6/2/1995,5.55
6/9/1995,5.56
6/16/1995,5.48
6/23/1995,5.42
6/30/1995,5.43
7/7/1995,5.43
7/14/1995,5.39
7/21/1995,5.43
7/28/1995,5.44
8/4/1995,5.42
8/11/1995,5.4
8/18/1995,5.44
8/25/1995,5.41
9/1/1995,5.31
9/8/1995,5.33
9/15/1995,5.31
9/22/1995,5.22
9/29/1995,5.26
10/6/1995,5.3
10/13/1995,5.3
10/20/1995,5.27
10/27/1995,5.24
11/3/1995,5.31
11/10/1995,5.38
11/17/1995,5.38
11/24/1995,5.35
12/1/1995,5.33
12/8/1995,5.32
12/15/1995,5.26
12/22/1995,5.02
12/29/1995,4.89
1/5/1996,5.02
1/12/1996,5.03
1/19/1996,4.98
1/26/1996,4.97
2/2/1996,4.93
2/9/1996,4.81
2/16/1996,4.79
2/23/1996,4.82
3/1/1996,4.87
3/8/1996,4.89
3/15/1996,4.97
3/22/1996,5
3/29/1996,5
4/5/1996,5.01
4/12/1996,4.97
4/19/1996,4.85
4/26/1996,4.96
5/3/1996,5
5/10/1996,5
5/17/1996,5.01
5/24/1996,5.04
5/31/1996,5.04
6/7/1996,5.09
6/14/1996,5.11
6/21/1996,5.09
6/28/1996,5.09
7/5/1996,5.13
7/12/1996,5.15
7/19/1996,5.13
7/26/1996,5.16
8/2/1996,5.15
8/9/1996,5.03
8/16/1996,5.03
8/23/1996,5.02
8/30/1996,5.09
9/6/1996,5.19
9/13/1996,5.13
9/20/1996,5.12
9/27/1996,4.98
10/4/1996,4.91
10/11/1996,4.98
10/18/1996,5
10/25/1996,5
11/1/1996,5.03
11/8/1996,5.03
11/15/1996,5.03
11/22/1996,5.03
11/29/1996,5.02
12/6/1996,4.92
12/13/1996,4.83
12/20/1996,4.88
12/27/1996,4.97
1/3/1997,5.05
1/10/1997,5.03
1/17/1997,5.03
1/24/1997,5.04
1/31/1997,5.04
2/7/1997,4.99
2/14/1997,5
2/21/1997,4.97
2/28/1997,5.05
3/7/1997,5.09
3/14/1997,5.08
3/21/1997,5.17
3/28/1997,5.25
4/4/1997,5.17
4/11/1997,5.14
4/18/1997,5.16
4/25/1997,5.19
5/2/1997,5.15
5/9/1997,5.06
5/16/1997,5.05
5/23/1997,5.1
5/30/1997,4.94
6/6/1997,4.91
6/13/1997,4.88
6/20/1997,4.91
6/27/1997,4.99
7/4/1997,5.04
7/11/1997,4.99
7/18/1997,5.05
7/25/1997,5.08
8/1/1997,5.11
8/8/1997,5.15
8/15/1997,5.17
8/22/1997,5.12
8/29/1997,5.13
9/5/1997,5.03
9/12/1997,5
9/19/1997,4.97
9/26/1997,4.85
10/3/1997,4.92
10/10/1997,4.95
10/17/1997,4.94
10/24/1997,4.97
10/31/1997,5.04
11/7/1997,5.14
11/14/1997,5.16
11/21/1997,5.15
11/28/1997,5.13
12/5/1997,5.13
12/12/1997,5.1
12/19/1997,5.12
12/26/1997,5.27
1/2/1998,5.24
1/9/1998,5.04
1/16/1998,5
1/23/1998,5.02
1/30/1998,5.06
2/6/1998,5.05
2/13/1998,5.07
2/20/1998,5.06
2/27/1998,5.16
3/6/1998,5.08
3/13/1998,4.97
3/20/1998,5.02
3/27/1998,5.05
4/3/1998,5
4/10/1998,4.95
4/17/1998,4.97
4/24/1998,4.94
5/1/1998,4.91
5/8/1998,4.97
5/15/1998,5.01
5/22/1998,5.08
5/29/1998,4.95
6/5/1998,4.95
6/12/1998,5
6/19/1998,5.04
6/26/1998,4.93
7/3/1998,4.94
7/10/1998,4.94
7/17/1998,5.01
7/24/1998,4.96
7/31/1998,4.95
8/7/1998,4.93
8/14/1998,4.89
8/21/1998,4.92
8/28/1998,4.89
9/4/1998,4.76
9/11/1998,4.73
9/18/1998,4.62
9/25/1998,4.53
10/2/1998,4.26
10/9/1998,3.96
10/16/1998,3.84
10/23/1998,3.85
10/30/1998,4.12
11/6/1998,4.43
11/13/1998,4.42
11/20/1998,4.35
11/27/1998,4.47
12/4/1998,4.38
12/11/1998,4.36
12/18/1998,4.37
12/25/1998,4.44
1/1/1999,4.44
1/8/1999,4.36
1/15/1999,4.35
1/22/1999,4.26
1/29/1999,4.35
2/5/1999,4.4
2/12/1999,4.4
2/19/1999,4.42
2/26/1999,4.53
3/5/1999,4.52
3/12/1999,4.48
3/19/1999,4.42
3/26/1999,4.39
4/2/1999,4.35
4/9/1999,4.29
4/16/1999,4.2
4/23/1999,4.26
4/30/1999,4.39
5/7/1999,4.49
5/14/1999,4.48
5/21/1999,4.51
5/28/1999,4.52
6/4/1999,4.53
6/11/1999,4.5
6/18/1999,4.56
6/25/1999,4.61
7/2/1999,4.63
7/9/1999,4.55
7/16/1999,4.57
7/23/1999,4.5
7/30/1999,4.59
8/6/1999,4.65
8/13/1999,4.72
8/20/1999,4.65
8/27/1999,4.81
9/3/1999,4.82
9/10/1999,4.67
9/17/1999,4.61
9/24/1999,4.65
10/1/1999,4.71
10/8/1999,4.69
10/15/1999,4.84
10/22/1999,4.97
10/29/1999,4.96
11/5/1999,4.98
11/12/1999,5.05
11/19/1999,5.1
11/26/1999,5.12
12/3/1999,5.13
12/10/1999,5.09
12/17/1999,5.23
12/24/1999,5.38
12/31/1999,5.17
1/7/2000,5.26
1/14/2000,5.26
1/21/2000,5.31
1/28/2000,5.41
2/4/2000,5.5
2/11/2000,5.49
2/18/2000,5.55
2/25/2000,5.62
3/3/2000,5.62
3/10/2000,5.67
3/17/2000,5.71
3/24/2000,5.74
3/31/2000,5.71
4/7/2000,5.7
4/14/2000,5.67
4/21/2000,5.65
4/28/2000,5.62
5/5/2000,5.74
5/12/2000,5.94
5/19/2000,5.86
5/26/2000,5.73
6/2/2000,5.59
6/9/2000,5.76
6/16/2000,5.68
6/23/2000,5.66
6/30/2000,5.67
7/7/2000,5.82
7/14/2000,5.96
7/21/2000,5.98
7/28/2000,6.01
8/4/2000,6.05
8/11/2000,6.08
8/18/2000,6.09
8/25/2000,6.11
9/1/2000,6.13
9/8/2000,6.02
9/15/2000,5.95
9/22/2000,5.98
9/29/2000,6.03
10/6/2000,6.06
10/13/2000,6.03
10/20/2000,6.11
10/27/2000,6.18
11/3/2000,6.19
11/10/2000,6.22
11/17/2000,6.18
11/24/2000,6.18
12/1/2000,6.08
12/8/2000,5.94
12/15/2000,5.89
12/22/2000,5.51
12/29/2000,5.66
1/5/2001,5.36
1/12/2001,5.13
1/19/2001,5.17
1/26/2001,5.11
2/2/2001,4.91
2/9/2001,4.94
2/16/2001,4.93
2/23/2001,4.87
3/2/2001,4.72
3/9/2001,4.62
3/16/2001,4.47
3/23/2001,4.27
3/30/2001,4.22
4/6/2001,4.01
4/13/2001,3.9
4/20/2001,3.87
4/27/2001,3.72
5/4/2001,3.78
5/11/2001,3.65
5/18/2001,3.54
5/25/2001,3.58
6/1/2001,3.59
6/8/2001,3.56
6/15/2001,3.48
6/22/2001,3.42
6/29/2001,3.47
7/6/2001,3.57
7/13/2001,3.54
7/20/2001,3.49
7/27/2001,3.48
8/3/2001,3.46
8/10/2001,3.41
8/17/2001,3.34
8/24/2001,3.33
8/31/2001,3.33
9/7/2001,3.29
9/14/2001,2.82
9/21/2001,2.3
9/28/2001,2.34
10/5/2001,2.21
10/12/2001,2.2
10/19/2001,2.17
10/26/2001,2.13
11/2/2001,2.01
11/9/2001,1.83
11/16/2001,1.86
11/23/2001,1.91
11/30/2001,1.84
12/7/2001,1.72
12/14/2001,1.66
12/21/2001,1.68
12/28/2001,1.7
1/4/2002,1.7
1/11/2002,1.63
1/18/2002,1.58
1/25/2002,1.68
2/1/2002,1.71
2/8/2002,1.72
2/15/2002,1.72
2/22/2002,1.73
3/1/2002,1.74
3/8/2002,1.76
3/15/2002,1.81
3/22/2002,1.81
3/29/2002,1.78
4/5/2002,1.75
4/12/2002,1.69
4/19/2002,1.7
4/26/2002,1.7
5/3/2002,1.74
5/10/2002,1.73
5/17/2002,1.73
5/24/2002,1.71
5/31/2002,1.72
6/7/2002,1.72
6/14/2002,1.7
6/21/2002,1.69
6/28/2002,1.68
7/5/2002,1.69
7/12/2002,1.69
7/19/2002,1.69
7/26/2002,1.67
8/2/2002,1.66
8/9/2002,1.59
8/16/2002,1.61
8/23/2002,1.61
8/30/2002,1.65
9/6/2002,1.61
9/13/2002,1.66
9/20/2002,1.65
9/27/2002,1.62
10/4/2002,1.55
10/11/2002,1.56
10/18/2002,1.64
10/25/2002,1.64
11/1/2002,1.47
