Date,World Equities,10-year US Treasuries,High Yield,Inflation Protection,Currency Protection,U.S. Equity,SP500 Total Return,S&P 500,International Equity,U.S. Treasury 20 years,Corporate Bond,Real Estate,Commodity,TIPS
5/1/07,0.038457458,-0.014483,-0.016849019,0.001430998,0.0006393,0.0386679,0.036009774,0.03489509,0.035342868,-0.020529,-0.012950766,0.009037518,0.002524394,-0.013052002
6/1/07,0.000578361,-0.006804,-0.031405264,0.005288136,-0.0033729,-0.009440684,-0.009783171,-0.01661334,0.002202613,-0.008926,0.000679291,-0.067681603,0.027399759,-0.001515864
7/1/07,-0.032642885,0.023884,0.011142882,-0.001163866,-0.0129814,-0.039381406,-0.034266493,-0.03093244,-0.037720604,0.030381,0.001144874,-0.104880505,0.034798011,0.022720134
8/1/07,0.007515968,0.01713,0.024439569,-0.008428116,-0.0031755,0.008423811,0.007630264,0.01510498,0.004194675,0.017484,0.009835148,0.048189493,-0.028828953,0.008701884
9/1/07,0.062894644,-0.00044,0.006056145,0.013786189,-0.0385189,0.050306293,0.051192646,0.03739882,0.062108777,0.001447,0.006618664,0.062661378,0.09169965,0.013346189
10/1/07,0.012738175,0.013082,-0.020470267,-0.001864613,-0.0233764,-0.021208908,-0.023675879,0.01590686,0.027192999,0.01578,0.014788655,-0.049025919,0.097827779,0.011217387
11/1/07,-0.031759611,0.044192,0.002936932,-0.004524789,0.0053904,-0.024377031,-0.021806219,-0.04102719,-0.032495862,0.048778,0.00793943,-0.056949766,-0.027550407,0.039667211
12/1/07,-0.007134821,-0.003627,-0.0135922,0.002055122,0.0029028,-0.000370165,-0.00108499,-0.006788026,-0.01561405,-0.006067,-0.004926076,-0.036912523,0.055840961,-0.001571878
1/1/08,-0.066950997,0.038355,-0.011874732,0.001242347,-0.0119143,-0.047213479,-0.048480768,-0.0599817,-0.075516382,0.025689,0.015004721,0.035036866,-0.021253909,0.039597347
2/1/08,-0.023012442,0.009265,-0.005192505,0.003033655,-0.0219493,-0.04372328,-0.043651145,-0.03248303,-0.015668835,0.000404,-0.003224885,-0.07036842,0.145859336,0.012298655
3/1/08,0.01601347,0.011256,0.041669576,-0.011845329,-0.0091516,0.027027027,0.03085112,-0.004317896,0.013101385,0.012042,-0.018763557,0.092425912,-0.029169431,-0.000589329
4/1/08,0.040476358,-0.016442,0.004273433,-0.004650262,0.0089558,0.031855956,0.029912859,0.0487205,0.041514423,-0.018873,0.013876324,0.030793375,0.075352536,-0.021092262
5/1/08,0.006577665,-0.018756,-0.026783032,0.022045931,-0.0030213,-0.005369128,-0.014733611,0.01295259,0.019735168,-0.029605,-0.006367658,-0.033793887,0.113950546,0.003289931
6/1/08,-0.083685009,0.010754,-0.016031961,0.004579456,0.003005,-0.06959707,-0.070885404,-0.08430358,-0.089183528,0.023758,-0.010372764,-0.094657107,0.092272755,0.015333456
7/1/08,-0.028584708,0.005155,0.003223783,-0.010249614,0.0109063,-0.016162453,-0.017891698,-0.008400365,-0.035145311,-0.000827,-0.00435936,0.026166441,-0.125988109,-0.005094614
8/1/08,-0.018805303,0.015313,-0.082975804,-0.00712902,0.0474465,0.02021904,0.020153383,0.01446474,-0.036242503,0.023764,0.005041102,0.018729915,-0.073892287,0.00818398
9/1/08,-0.115855856,0.000875,-0.162973065,-0.039195258,0.015691,-0.097440132,-0.093106357,-0.08905771,-0.125042122,0.007784,-0.072237684,-0.024801472,-0.137094623,-0.038320258
10/1/08,-0.193982543,-0.028592,-0.084340348,-0.058317365,0.0869943,-0.173147301,-0.166384451,-0.1679486,-0.204944624,-0.036296,-0.070406382,-0.312201799,-0.295256371,-0.086909365
11/1/08,-0.13226377,0.085378,0.074759657,-0.07830265,0.006308,-0.162932227,-0.152446795,-0.07175458,-0.111893874,0.144461,0.044647647,-0.337307849,-0.175630141,0.00707535
12/1/08,0.110250528,0.056872,0.053072112,-0.007230974,-0.0464652,0.120290813,0.109655331,0.01065349,0.108032154,0.091421,0.044303256,0.422865972,-0.07430869,0.049641026
1/1/09,-0.097025673,-0.044454,-0.034653682,0.061309579,0.0419103,-0.080825959,-0.084766303,-0.08428645,-0.114020727,-0.105931,0.01047474,-0.148119421,-0.113703987,0.016855579
2/1/09,-0.130547515,-0.00192,0.03302495,-0.01773118,0.0283346,-0.148267009,-0.147675102,-0.1064779,-0.126882685,-0.004178,-0.019456586,-0.268897129,-0.097275423,-0.01965118
3/1/09,0.15702169,0.032915,0.114651076,0.025553928,-0.0222233,0.160889224,0.159866581,0.08759148,0.140610211,0.057347,-0.002965658,0.117360687,0.09729253,0.058468928
4/1/09,0.105001932,-0.035787,0.071132502,0.017127001,-0.0206472,0.092502434,0.083505597,0.09570942,0.116203556,-0.061338,0.030256725,0.242674178,0.044771324,-0.018659999
5/1/09,0.1267064,-0.016442,0.031801342,0.037485692,-0.0656936,0.07694593,0.077394298,0.05590373,0.153733036,-0.025809,0.032711587,0.100732212,0.195285057,0.021043692
6/1/09,-0.021399759,0.002851,0.061837895,0.001723861,0.0204581,-0.017931034,-0.018903552,0.001983566,-0.020111688,0.006795,0.039184159,-0.048287851,-0.030867639,0.004574861
7/1/09,0.099773231,0.008263,0.020338472,-0.007526996,-0.0350956,0.089044944,0.087280563,0.07563771,0.104658009,0.007232,0.034431812,0.107183628,0.040091757,0.000736004
8/1/09,-9.23E-06,0.010147,0.059749975,-0.001367409,0.0008486,-0.003868971,-0.00208915,0.03608372,0.009507311,0.020938,0.02735779,0.049355117,-0.076476469,0.008779591
9/1/09,0.041168086,0.010324,0.017864883,0.010727672,-0.0200461,0.036250647,0.033422827,0.03731519,0.036019378,0.016535,0.024102743,0.071343394,0.018790665,0.021051672
10/1/09,0.006594848,-0.003575,0.010129278,0.015847403,-0.0037517,0.007496252,0.013871361,-0.01857708,0.002537896,-0.01416,0.001962002,-0.002572152,0.08049207,0.012272403
11/1/09,0.060426066,0.018977,0.031347868,0.00884119,-0.019951,0.063740079,0.065953471,0.060022,0.053356817,0.01841,0.012078077,0.076832734,0.011743117,0.02781819
12/1/09,0.000832214,-0.037937,0.015153727,0.016018839,0.0305587,0.013989275,0.007102726,0.01936117,-0.010725896,-0.054419,-0.006517997,0.052289408,-0.001588723,-0.021918161
1/1/10,-0.035612382,0.020794,0.001553152,-0.004699626,0.0146967,-0.020694413,-0.022221831,-0.03597368,-0.043309927,0.029431,0.016478028,-0.030857754,-0.06551654,0.016094374
2/1/10,0.012675402,0.002013,0.030957441,-0.013579681,0.0023441,0.030993191,0.026829789,0.03098529,-0.001693202,-0.002964,0.005688247,0.041503488,0.030896331,-0.011566681
3/1/10,0.068509817,-0.014016,0.022395543,0.015325929,0.0010645,0.05830107,0.057475756,0.06037171,0.074916588,-0.013103,0.004263203,0.090172261,0.043425436,0.001309929
4/1/10,-0.00700468,0.016503,-0.035214146,0.007175702,0.0061944,0.02732946,0.021510471,0.0157877,-0.031780804,0.029069,0.016003762,0.095655817,0.019023415,0.023678702
5/1/10,-0.105162995,0.025297,0.013046609,-0.025339599,0.043053,-0.108923335,-0.107323748,-0.07985071,-0.104586245,0.040848,-0.003766263,-0.100621966,-0.149271532,-4.26E-05
6/1/10,-0.025183436,0.033857,0.034649532,-0.019628492,-0.0042662,-0.04090268,-0.038909182,-0.05235156,-0.019926019,0.044813,0.022200042,-0.028267518,-0.003629093,0.014228508
7/1/10,0.113870676,0.007935,0.001562647,-0.006464906,-0.04296,0.097058824,0.097133358,0.07010005,0.129543706,-0.000159,0.016188039,0.126314905,0.105138811,0.001470094
8/1/10,-0.031285142,0.035527,0.029684327,-0.018289236,0.017292,-0.038427167,-0.03805814,-0.04514775,-0.028892966,0.073081,0.01918972,-0.014271906,-0.058113934,0.017237764
9/1/10,0.072045141,-0.001972,0.024256753,0.007991626,-0.042043,0.065752788,0.062605012,0.08924477,0.071083091,-0.017073,0.011254898,0.01863734,0.07038944,0.006019626
10/1/10,0.033857565,-0.005209,-0.011158864,0.031725393,-0.0190405,0.034881186,0.03444652,0.03838446,0.032295365,-0.029154,0.001902705,0.047735785,0.028545895,0.026516393
11/1/10,-0.005277171,-0.007214,0.017617168,-0.009714175,0.0368094,0.026121761,0.020921974,0.000185957,-0.026194563,-0.016369,-0.016267937,-0.014366662,0.031531308,-0.016928175
12/1/10,0.060026883,-0.038909,0.021012876,0.023435662,-0.0213839,0.058714843,0.055965491,0.06708458,0.063608694,-0.03845,-0.00204565,0.05649389,0.066113065,-0.015473338
1/1/11,0.025354844,-0.000224,0.013380998,0.002162784,-0.0149041,0.026565833,0.029107391,0.02370133,0.038031746,-0.018943,0.000874141,0.022736235,0.026874429,0.001938784
2/1/11,0.006690737,-0.000203,0.004201372,0.008807718,-0.0127738,0.002077824,0.001260152,0.03425773,0.019255791,0.009301,0.009935575,0.011292931,0.054519713,0.008604718
3/1/11,0.01190195,-0.000481,0.015198273,0.010604275,-0.0096393,0.025070688,0.021454357,0.000428636,-0.01452019,0.000606,0.00035589,0.014927502,0.034763586,0.010123275
4/1/11,0.037912422,0.014547,0.004890122,0.010588375,-0.0336708,0.02096359,0.022722559,0.02961591,0.05729683,0.020522,0.017367702,0.046796791,0.029729197,0.025135375
5/1/11,-0.034733666,0.024937,-0.010043522,-0.02186226,0.0195983,-0.031880403,-0.03204652,-0.01124905,-0.039442654,0.033069,0.017345029,-0.018999843,-0.077535684,0.00307474
6/1/11,0.006030862,-0.005929,0.012343591,0.013985276,-0.0050481,0.020465116,0.020779312,-0.01664667,-0.004277173,-0.015913,-0.012912984,0.018549321,-0.045047181,0.008056276
7/1/11,-0.029705691,0.031082,-0.040062994,0.008058774,-0.0120451,-0.039744758,-0.038365479,-0.02033363,-0.029992536,0.043219,0.027237124,-0.024495618,0.028334386,0.039140774
8/1/11,-0.073066696,0.047503,-0.035955754,-0.039361938,0.0081465,-0.067970382,-0.061594999,-0.05432937,-0.077109813,0.082606,0.002528734,-0.058072514,-0.021868842,0.008141062
9/1/11,-0.114166095,0.029468,0.059561411,-0.031812448,0.0582175,-0.094112854,-0.085925906,-0.07029883,-0.12021947,0.072288,-0.001340244,-0.131199312,-0.124084641,-0.002344448
10/1/11,0.099737117,-0.012101,-0.022108119,0.030714152,-0.0320554,0.117157634,0.109822346,0.1092931,0.076465084,-0.022895,0.017495377,0.148804495,0.096832946,0.018613152
11/1/11,0.008729353,0.008685,0.024785368,-0.000958326,0.0265943,0.023752013,0.024542819,-0.002180241,-0.002048527,0.016038,-0.025009687,-0.011151746,0.018495011,0.007726674
12/1/11,-0.003118578,0.019019,0.029030378,-0.018655615,0.013755,0.01179709,0.012126951,0.01031991,-0.006283107,0.027565,0.020888588,0.057262283,-0.015720851,0.000363385
1/1/12,0.069468634,0.008827,0.022783854,0.014130608,-0.0099909,0.06043529,0.054335936,0.04481612,0.066571643,0.000123,0.02018093,0.073675218,0.022458402,0.022957608
2/1/12,0.040891293,-0.010592,-0.000934428,0.00728956,-0.0063803,0.03793293,0.040252745,0.04324939,0.039079346,-0.020789,0.008090673,-0.009799221,0.075099765,-0.00330244
3/1/12,0.01268033,-0.019458,0.010219046,0.008698416,0.0083256,0.032309322,0.034295719,0.03290978,0.002436487,-0.035932,-0.002810915,0.045863699,-0.020414742,-0.010759584
4/1/12,-0.017765398,0.028413,-0.012070227,-0.008172418,-0.0064164,-0.009748589,-0.008158004,-0.006275815,-0.028465048,0.04163,0.010097029,0.028546637,-0.017843113,0.020240582
5/1/12,-0.10870628,0.03144,0.020328119,-0.014707439,0.0462545,-0.089982729,-0.088383252,-0.06010153,-0.125668683,0.082921,0.010907326,-0.070000895,-0.155353484,0.016732561
6/1/12,0.075516657,-0.006625,0.019163388,0.00106983,-0.0149309,0.070411843,0.070151712,0.04120416,0.088882151,-0.016865,0.007241282,0.096637612,0.03497589,-0.00555517
7/1/12,0.008627348,0.015792,0.012060659,0.003166173,0.0015651,0.002659574,0.008433042,0.01389405,0.006648985,0.03525,0.020167415,0.008128485,0.070376006,0.018958173
8/1/12,0.025581885,-0.002442,0.014247551,-0.000436191,-0.0132867,0.02847038,0.025468554,0.02255553,0.032194021,-0.012587,0.006337366,0.008833027,0.060667407,-0.002878191
9/1/12,0.035400728,-0.006372,0.008248518,0.011457736,-0.0118344,0.028198074,0.02861168,0.02584171,0.037395204,-0.020368,0.008631698,-0.01494192,-0.012367646,0.005085736
10/1/12,-0.003296891,-0.002909,0.00741776,0.011558868,0.0060781,-0.008361204,-0.01033353,-0.01844798,0.004170379,-0.002611,0.009543764,0.004423493,-0.040773917,0.008649868
11/1/12,0.004109214,0.00938,0.015857433,-0.004600663,0.0023198,-0.009274874,-0.009857848,0.006020515,0.018237461,0.011232,0.000657069,-0.004803542,0.014132459,0.004779337
12/1/12,0.023949319,-0.008797,0.013761082,0.002286188,0.0023363,0.016510638,0.013915188,0.009642736,0.026949094,-0.017688,0.00029565,0.02858659,-0.007605638,-0.006510812
1/1/13,0.054096597,-0.014939,0.004631836,0.00821574,-0.0007411,0.064634963,0.062391006,0.05179062,0.055686914,-0.032754,-0.008497434,0.049397725,0.049272572,-0.00672326
2/1/13,-0.009408649,0.011635,0.010303962,-0.011327329,0.0305272,0.005033029,0.005817286,0.01357673,-0.023168791,0.012462,0.009970569,0.010850049,-0.057203627,0.000307671
3/1/13,0.016653365,0.003768,0.01857032,-0.00093146,0.0080132,0.030985915,0.030510477,0.03750474,0.011736482,-0.001676,0.000396255,0.030572543,0.01340011,0.00283654
4/1/13,0.027711699,0.017563,-0.005312165,-0.009622706,-0.0102054,0.011839709,0.01430501,0.01926471,0.048162167,0.038864,0.018339109,0.046966756,-0.064937153,0.007940294
5/1/13,0.003285301,-0.031221,-0.026360073,-0.012360161,0.0241486,0.03960396,0.039193722,0.02338793,-0.023535069,-0.057787,-0.024676073,-0.053976827,0.018295488,-0.043581161
6/1/13,-0.021432955,-0.029891,0.018804657,-0.005954588,0.0026804,-0.011399711,-0.013933848,-0.01333565,-0.022486639,-0.034452,-0.027607882,-0.030297443,-0.001446376,-0.035845588
7/1/13,0.052279672,-0.004527,-0.007049836,0.011823326,-0.0159142,0.061304919,0.058322369,0.043,0.05287516,-0.016208,0.000346415,0.004873005,0.054353718,0.007296326
8/1/13,-0.024885959,-0.012869,0.010782829,-0.00169075,0.0089325,-0.041534865,-0.041082909,-0.0289,-0.009472288,-0.011093,-0.000121056,-0.058239258,0.020761272,-0.01455975
9/1/13,0.052518791,0.017924,0.024584523,-0.003444629,-0.0235694,0.044913187,0.039678177,0.0314,0.061786933,0.008511,0.00666267,0.049865004,-0.038356163,0.014479371
10/1/13,0.029890019,0.006915,0.004642847,-0.001417094,0.0025048,0.036391101,0.040615048,0.0449,0.019220573,0.011196,0.012553665,0.031453668,-0.026239805,0.005497906
11/1/13,0.01367753,-0.012242,0.005486672,0.001414943,0.0111783,0.023188022,0.024733981,0.0304,0.009773531,-0.022515,-0.002253058,-0.054978914,0.014428311,-0.010827057
12/1/13,0.022055215,-0.021754,0.007392992,0.007074496,-0.0006243,0.029008029,0.028070718,0.023563,0.021909064,-0.020537,0.001274251,0.014987206,0.013694153,-0.014679504
1/1/14,-0.055094611,0.035655,0.020045624,-0.015889805,0.0190078,-0.054870375,-0.056618581,-0.035583,-0.049005801,0.057749,0.02231534,0.015713497,-0.021333005,0.019765195
2/1/14,0.052725026,0.004406,0.002312524,3.88E-05,-0.013489,0.064580559,0.062339405,0.043117,0.046232384,0.006708,0.00872084,0.065499932,0.067488455,0.004444768
3/1/14,0.02353659,-0.003935,0.00693106,-0.00078027,0.0011201,0.022263915,0.023069145,0.006932,0.017895387,0.004409,-0.002536067,0.007657318,-0.026826717,-0.00471527
4/1/14,0.005568989,0.008403,0.010061007,0.005080965,-0.0075397,-0.005872996,0.000203928,0.006201,0.015677607,0.017718,0.015837453,0.029376126,0.013927919,0.013483965
5/1/14,0.022054004,0.019118,0.008457804,0.00209739,0.0051571,0.022276923,0.02439157,0.02103,0.015413291,0.025147,0.00812037,0.024266807,0.002440919,0.02121539
6/1/14,0.02389183,-0.002418,-0.013228297,0.005410958,-0.0096704,0.030821093,0.026817488,0.019058,0.019005726,-0.003278,0.002725756,0.013135063,0.021637657,0.002992958
7/1/14,-0.022634135,-0.00016,0.015197426,0.00044085,0.0197026,-0.028147629,-0.023310388,-0.01508,-0.03147599,0.008294,0.00320899,-0.006735188,-0.058104299,0.00028085
8/1/14,0.02779283,0.018782,-0.020976372,-0.014430054,0.009927,0.043744742,0.042987635,0.037655,0.008298859,0.038171,0.012999366,0.035688727,-0.009703186,0.004351946
9/1/14,-0.042744911,-0.010631,0.01138305,-0.014319204,0.039788,-0.033390904,-0.026996891,-0.015514,-0.048614382,-0.015959,-0.006966418,-0.055390012,-0.062227303,-0.024950204
10/1/14,0.013015589,0.013129,-0.007148657,-0.00463529,0.0096727,0.041572365,0.037969782,0.023201,-0.019296794,0.027575,0.003060518,0.093608402,-0.064498111,0.00849371
11/1/14,0.015442603,0.014195,-0.014748043,-0.011565291,0.0186412,0.016468435,0.020037556,0.024534,0.021750652,0.029607,0.004313109,0.012603692,-0.082710474,0.002629709
12/1/14,-0.012000432,0.001414,0.00689767,-0.012720444,0.0202812,0.007650765,0.004297458,-0.004189,-0.029958033,0.028092,0.001226032,0.014301962,-0.155282298,-0.011306444
1/1/15,-0.00630367,,0.023858027,0.031475175,0.0544619,-0.015855293,-0.017422799,,0.002980564,0.075035,0.027834772,0.054097018,-0.059164229,0.031475175
2/1/15,0.048303048,,-0.005311913,-0.012025162,0.0004256,0.050828228,0.050370108,,0.049694104,-0.053983,-0.013355861,-0.019235541,0.026451144,-0.012025162
3/1/15,-0.017028594,,0.011992371,-0.004749006,0.0259934,-0.020837832,-0.025619124,,-0.010972537,0.013056,0.012445424,0.006205265,-0.025507177,-0.004749006
4/1/15,0.034374928,,0.002960266,0.007387247,-0.0331514,0.018965707,0.024556535,,0.040044166,-0.025514,-0.013745165,-0.040538187,0.078845932,0.007387247
5/1/15,-0.005394449,,-0.015252622,-0.008210238,0.0208726,0.00508603,0.00407816,,-0.009130655,-0.020597,-0.006990434,0.002632336,-0.01737326,-0.008210238
6/1/15,-0.016618604,,-0.006152729,-0.009764036,-0.0107617,-0.013242894,-0.014444917,,-0.018180568,-0.027738,-0.014403086,-0.039644432,-0.018004437,-0.009764036
7/1/15,-0.000457727,,-0.017617143,0.002072095,0.0239962,0.007746863,0.010879434,,0.007697232,0.039302,0.013268343,0.039278218,-0.147468834,0.002072095
8/1/15,-0.08982109,,-0.025941462,-0.007629506,-0.0028744,-0.083910784,-0.085561065,,-0.093335818,-0.00734,-0.009084913,-0.078912824,-0.015768404,-0.007629506
9/1/15,-0.005296673,,0.027258758,-0.005891863,0.0049892,0.003427491,0.006984592,,-0.02037659,0.024734,0.004619533,0.04241779,-0.027452797,-0.005891863
10/1/15,0.079885665,,-0.02244793,0.002529724,-0.0032779,0.092108363,0.094992514,,0.06434855,-0.007161,0.003612723,0.07924274,0.001611498,0.002529724
11/1/15,-0.003348217,,-0.025789976,-0.000973289,0.0302791,0.001941329,0.001870006,,-0.004572521,-0.00563,0.00303593,-0.010844289,-0.078083884,-0.000973289
12/1/15,-0.027113287,,-0.015817592,-0.007938226,-0.0036245,-0.02949408,-0.026251331,,-0.025108427,-0.004583,-0.012571792,-0.000828166,-0.090491033,-0.007938226
1/1/16,-0.057569195,,0.004645678,,0.0119706,-0.055124224,-0.050016689,,-0.061895751,0.049933,0.001673979,-0.033952856,-0.076118059,
2/1/16,,,0.044208119,,-0.0234017,0.023711703,0.022927312,,-0.011060903,0.028198,0.006360321,0.021567203,0.009421101,
3/1/16,,,0.039952712,,-0.0375629,0.051943584,0.049537295,,0.036115746,0.001023,0.030894361,0.072565733,0.022857947,
4/1/16,,,0.007221394,,-0.0200159,0.008720296,0.005353706,,0.051410554,,0.011063278,-0.002170745,0.109345509,
5/1/16,,,0.010833064,,0.0330489,0.01177869,0.011374573,,-0.010806742,,0.001398363,0.009774574,0.039372876,
6/1/16,,,0.025964161,,-0.0034907,0.003738118,0.003426239,,-0.01829728,,0.025797666,0.066622168,0.005294463,
